lga,vector
Darwin Waterfront Precinct,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Denmark,"[0.13131633400917053, 0.303183913230896, 0.20212259888648987, 0.07413274049758911, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14889909327030182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04213527590036392, 0.04419451951980591, 0.0, 0.0, 0.05401552468538284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Derby-West Kimberley,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.1328417956829071, 0.0, 0.0, 0.0, 0.028117969632148743, 0.0, 0.011997000314295292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06873282045125961, 0.0, 0.0, 0.012371907010674477, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07360659539699554, 0.0, 0.0, 0.0, 0.0, 0.6723319292068481, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Derwent Valley,"[0.0, 0.03911342844367027, 0.0, 0.014423076994717121, 0.034550197422504425, 0.0, 0.028520207852125168, 0.0, 0.07676010578870773, 0.0, 0.0, 0.030557366088032722, 0.17658083140850067, 0.0, 0.0, 0.2130052149295807, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018497392535209656, 0.06135919317603111, 0.0, 0.0, 0.19630052149295807, 0.017030639573931694, 0.0, 0.0, 0.0, 0.027053454890847206, 0.0, 0.0, 0.0, 0.0, 0.03617992252111435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030068447813391685]"
Devonport,"[0.031810492277145386, 0.0, 0.05933446064591408, 0.0, 0.04730212315917015, 0.0, 0.0, 0.0, 0.05760481208562851, 0.0, 0.0, 0.0, 0.09516826272010803, 0.0, 0.0, 0.022335024550557137, 0.0, 0.0, 0.013273172080516815, 0.0, 0.0, 0.002820078982040286, 0.010641098022460938, 0.0, 0.0, 0.0, 0.0, 0.33213010430336, 0.012596352957189083, 0.014100395143032074, 0.23959390819072723, 0.0, 0.0, 0.0, 0.0, 0.03658582270145416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024703891947865486]"
Diamantina,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Donnybrook-Balingup,"[0.0, 0.0884883925318718, 0.0, 0.0, 0.01769767887890339, 0.0, 0.0, 0.0, 0.0, 0.0688423439860344, 0.0, 0.19370026886463165, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08962494134902954, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03848027437925339, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14515343308448792, 0.35801267623901367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Doomadgee,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.1542682945728302, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8457317352294922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Dorset,"[0.040506329387426376, 0.21591320633888245, 0.14635322988033295, 0.0, 0.12308619916439056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03749246522784233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04629294574260712, 0.0, 0.084990955889225, 0.2646172344684601, 0.04074743762612343, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Douglas,"[0.030371643602848053, 0.02826358564198017, 0.05925983935594559, 0.1696595847606659, 0.014522173441946507, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029668956995010376, 0.0, 0.039428483694791794, 0.0, 0.0, 0.0, 0.0, 0.11711430549621582, 0.0, 0.0, 0.007261086720973253, 0.0, 0.0, 0.0, 0.0, 0.0, 0.032635852694511414, 0.038647718727588654, 0.0, 0.0, 0.0, 0.0, 0.05652717128396034, 0.0, 0.04239537939429283, 0.0, 0.0, 0.0, 0.0, 0.025687070563435555, 0.2948157489299774, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04044347256422043]"
Dowerin,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Dubbo Regional,"[0.02584894374012947, 0.13262632489204407, 0.015987394377589226, 0.0, 0.0, 0.0074005876667797565, 0.015597889199852943, 0.0, 0.008905491791665554, 0.016943451017141342, 0.0, 0.0001239332923432812, 0.06426826119422913, 0.07455472648143768, 0.007347473409026861, 0.04518253728747368, 0.0, 0.010038596577942371, 0.0841861143708229, 0.0, 0.0, 0.005506178829818964, 0.0, 0.0, 0.0, 0.0228391345590353, 0.0074714068323373795, 0.24057221412658691, 0.05037003010511398, 0.007790092378854752, 0.03347969427704811, 0.0, 0.0, 0.09553486108779907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005789455026388168, 0.021635212004184723, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Dumbleyung,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Dundas,"[0.0, 0.0, 0.8238806128501892, 0.0, 0.0, 0.17611940205097198, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Dungog,"[0.024968527257442474, 0.4920268654823303, 0.05318925902247429, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07973143458366394, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009546789340674877, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08843894302845001, 0.11928241699934006, 0.13281577825546265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
East Arnhem,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.036716386675834656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002399082062765956, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.045791175216436386, 0.0, 0.0, 0.016063420102000237, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8990299105644226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
East Fremantle,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0930827260017395, 0.0, 0.11545838415622711, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.050760772079229355, 0.0, 0.4572305381298065, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2834675908088684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
East Gippsland,"[0.1624923199415207, 0.20210763812065125, 0.20266011357307434, 0.0, 0.04133415222167969, 0.007018620613962412, 0.0, 0.011336198076605797, 0.004951913375407457, 0.0, 0.0, 0.0006547984667122364, 0.004972375463694334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011070186272263527, 0.0, 0.018538981676101685, 0.0, 0.005831798538565636, 0.0, 0.0, 0.0, 0.0, 0.12248823046684265, 0.0, 0.007018620613962412, 0.0636177584528923, 0.046388376504182816, 0.005156537983566523, 0.002189482329413295, 0.004460814408957958, 0.025066502392292023, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.050644565373659134]"
East Pilbara,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.44181278347969055, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0028709114994853735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34645751118659973, 0.03568132966756821, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13841894268989563, 0.0, 0.03475853428244591, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Edward River,"[0.06306946277618408, 0.07561235129833221, 0.08413205295801163, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007099751383066177, 0.07064253091812134, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2320435494184494, 0.130753755569458, 0.0, 0.17086735367774963, 0.10980948805809021, 0.062359485775232315, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Elliston,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Esperance,"[0.0198604017496109, 0.02302655205130577, 0.014823343604803085, 0.0, 0.0, 0.01993235945701599, 0.1030438244342804, 0.0, 0.021731309592723846, 0.01928473822772503, 0.0, 0.0, 0.06094840541481972, 0.028207527473568916, 0.0, 0.01597467064857483, 0.0, 0.0, 0.026984240859746933, 0.0, 0.030654098838567734, 0.0, 0.028351442888379097, 0.0, 0.0, 0.0, 0.0, 0.17996689677238464, 0.40721020102500916, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Etheridge,"[0.0, 0.3091922104358673, 0.0, 0.0, 0.0, 0.6908078193664551, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Eurobodalla,"[0.301663339138031, 0.16216932237148285, 0.3014226257801056, 0.0, 0.08985870331525803, 0.0, 0.0, 0.0, 0.0, 0.026623016223311424, 0.0, 0.011193221434950829, 0.02048479951918125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013239294290542603, 0.0, 0.0, 0.0062826466746628284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01699443906545639, 0.011409864760935307, 0.005945646669715643, 0.017692511901259422, 0.004982789047062397, 0.00751029048115015, 0.002527501666918397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Exmouth,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.1544158011674881, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35984641313552856, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07871640473604202, 0.32995063066482544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07707076519727707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Fairfield,"[0.0019318623235449195, 0.0, 0.0, 0.0023776767775416374, 0.0020373237784951925, 0.0, 0.0, 0.002008561510592699, 0.0425393208861351, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01818251609802246, 0.0, 0.02090533822774887, 0.0018455756362527609, 0.0, 0.00032597180688753724, 0.0017449079314246774, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3194619417190552, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0031782251317054033, 0.0, 0.013738752342760563, 0.0, 0.0, 0.0, 0.19651305675506592, 0.3422320485115051, 0.0, 0.0027324107941240072, 0.017540158703923225, 0.002128404099494219, 0.008575934916734695, 0.0]"
Federation,"[0.045401718467473984, 0.07507553696632385, 0.07546292990446091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011621600715443492, 0.035639576613903046, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0068954830057919025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.038428761065006256, 0.2621833086013794, 0.0, 0.36251646280288696, 0.0, 0.09723405539989471, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Flinders (Qld),"[0.0, 0.4676882028579712, 0.3377748131752014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1945369690656662, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Flinders (Tas.),"[0.0, 0.9299781322479248, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07002188265323639, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Flinders Ranges,"[0.0, 0.8403412699699402, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.159658744931221, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Forbes,"[0.0, 0.03764497861266136, 0.03282877802848816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009632396511733532, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2222331464290619, 0.2682327628135681, 0.0, 0.24985256791114807, 0.05661490187048912, 0.05032435804605484, 0.0351877324283123, 0.0, 0.037448398768901825, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Franklin Harbour,"[0.0, 0.0, 0.0, 0.0, 0.6969487071037292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30305132269859314, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Frankston,"[0.0, 0.0, 0.0037417677231132984, 0.004704141989350319, 0.006908983923494816, 0.0, 0.07869921624660492, 0.03159315884113312, 0.0024418446701020002, 0.023456072434782982, 0.0, 0.0, 0.01594380848109722, 0.03086060658097267, 0.050776004791259766, 0.031636252999305725, 0.0, 0.0, 0.0662170797586441, 0.0, 0.08855277299880981, 0.0008402818348258734, 0.0032533989287912846, 0.0, 0.01987948827445507, 0.05843908712267876, 0.10023053735494614, 0.01283404789865017, 0.0, 0.0, 0.0, 0.00932210125029087, 0.0, 0.0, 0.0, 0.01027011126279831, 0.0, 0.0, 0.005601878743618727, 0.24025596678256989, 0.08019305020570755, 0.0, 0.0, 0.0036053117364645004, 0.0031384883914142847, 0.004589231684803963, 0.0, 0.0, 0.0, 0.012015311978757381]"
Fraser Coast,"[0.14300638437271118, 0.029662039130926132, 0.23450154066085815, 0.0028929864056408405, 0.00730389729142189, 0.0, 0.004285905510187149, 0.00918790977448225, 0.0036251619458198547, 0.006991383619606495, 0.0, 0.0025894013233482838, 0.04980579391121864, 0.007437832187861204, 0.0, 0.019402651116251945, 0.0, 0.0, 0.017741862684488297, 0.0, 0.06979776173830032, 0.001660788431763649, 0.003589445957913995, 0.0, 0.0, 0.0, 0.004116255324333906, 0.0951738953590393, 0.0009464708273299038, 0.0, 0.1224161759018898, 0.0021608108654618263, 0.0, 0.006196705158799887, 0.0, 0.015143533237278461, 0.0, 0.008080718107521534, 0.0, 0.0, 0.0, 0.040117863565683365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09216482937335968]"
Fremantle,"[0.02790391817688942, 0.0, 0.02442767284810543, 0.12076038867235184, 0.0, 0.0, 0.04146440699696541, 0.03322789818048477, 0.035232219845056534, 0.07506811618804932, 0.0, 0.0, 0.0, 0.059628572314977646, 0.01403025258332491, 0.0, 0.06911778450012207, 0.0, 0.012025930918753147, 0.0, 0.0, 0.0015971940010786057, 0.04979487136006355, 0.17052394151687622, 0.16069023311138153, 0.025304563343524933, 0.0, 0.0, 0.024051861837506294, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.039460085332393646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009082083590328693, 0.0, 0.006607998628169298, 0.0, 0.0, 0.0]"
Gannawarra,"[0.23130157589912415, 0.017744654789566994, 0.05873480439186096, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02635081112384796, 0.23724603652954102, 0.0, 0.09200603514909744, 0.31780675053596497, 0.0, 0.0, 0.018809333443641663, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Gawler,"[0.0, 0.0, 0.04363490641117096, 0.0, 0.008887109346687794, 0.0, 0.0367894321680069, 0.014451561495661736, 0.03726981580257416, 0.0, 0.0, 0.0, 0.0940752625465393, 0.048438750207424164, 0.015852682292461395, 0.09007205814123154, 0.022818254306912422, 0.0, 0.02465972863137722, 0.0, 0.12714171409606934, 0.0, 0.0, 0.0, 0.0, 0.02041633240878582, 0.05860688537359238, 0.06421136856079102, 0.0, 0.009767814539372921, 0.042393915355205536, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1777021586894989, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0628102496266365]"
George Town,"[0.17478591203689575, 0.08704197406768799, 0.08872666209936142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028358837589621544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011792783625423908, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1869998574256897, 0.058683138340711594, 0.0, 0.2390846610069275, 0.0, 0.0, 0.0, 0.060788992792367935, 0.06373719125986099, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Georges River,"[0.015491978265345097, 0.0, 0.002380858641117811, 0.0, 0.0, 0.0, 0.0, 0.05159838870167732, 0.016685687005519867, 0.013537444174289703, 0.021126020699739456, 0.0, 0.0, 0.0, 0.012855324894189835, 0.0, 0.019302664324641228, 0.0, 0.022601760923862457, 0.017558012157678604, 0.0, 0.0001705298200249672, 0.02107354998588562, 0.009418493136763573, 0.04385896027088165, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002328387927263975, 0.02195243537425995, 0.010441672056913376, 0.07252108305692673, 0.007260635029524565, 0.0, 0.0, 0.029888631775975227, 0.01184526365250349, 0.008736373856663704, 0.0, 0.15929453074932098, 0.27338555455207825, 0.13468576967716217, 0.0]"
Gilgandra,"[0.0, 0.18659090995788574, 0.07181818038225174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0013636363437399268, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022045454010367393, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23000000417232513, 0.42681819200515747, 0.0, 0.06136363744735718, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Gingin,"[0.028427492827177048, 0.13745951652526855, 0.0, 0.0350845642387867, 0.09535804390907288, 0.05109751597046852, 0.0, 0.1149694100022316, 0.0, 0.0, 0.0, 0.003778337500989437, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008636199869215488, 0.0, 0.0, 0.01925152912735939, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21446563303470612, 0.0, 0.0, 0.1925152987241745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09895645827054977]"
Gladstone,"[0.01909935474395752, 0.08538813143968582, 0.024673279374837875, 0.0026295071002095938, 0.006156510673463345, 0.0058730910532176495, 0.06746968626976013, 0.0016532829031348228, 0.010108644142746925, 0.006613131612539291, 0.0, 0.016879230737686157, 0.013242009095847607, 0.1567784547805786, 0.017729490995407104, 0.14666981995105743, 0.0, 0.0, 0.067863330245018, 0.015493622981011868, 0.04726814851164818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1357896327972412, 0.0, 0.004818138666450977, 0.04833884537220001, 0.0, 0.01141552533954382, 0.0, 0.0, 0.01456463523209095, 0.0, 0.0, 0.0, 0.01653282903134823, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05695166066288948]"
Glamorgan-Spring Bay,"[0.18034803867340088, 0.1998593807220459, 0.22728072106838226, 0.051854457706213, 0.07734224200248718, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007031112909317017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02531200647354126, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20108982920646667, 0.0, 0.0, 0.036210231482982635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Glen Eira,"[0.0, 0.0, 0.002525540767237544, 0.011170145124197006, 0.003177076578140259, 0.0, 0.011089542880654335, 0.0, 0.0011082825949415565, 0.06216457486152649, 0.1662222295999527, 0.0, 0.0, 0.0, 0.0026665949262678623, 0.0, 0.015421919524669647, 0.09177251160144806, 0.007234062533825636, 0.0, 0.0, 0.0, 0.07465122640132904, 0.12914514541625977, 0.11955346167087555, 0.0, 0.0, 0.0, 0.0, 0.0019613243639469147, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004957045428454876, 0.03894437849521637, 0.00861101970076561, 0.0, 0.0, 0.0, 0.0, 0.003150209318846464, 0.025215107947587967, 0.0, 0.19189408421516418, 0.006260117050260305, 0.02110438607633114, 0.0]"
